Coin,Name,Price,1h,24h,7d,24h Volume,Mkt Cap,ID
CBIX,Cubiex,0.004197084,0.002,-0.125,-0.163,186.77,301571,CBIX.Cubiex
FSBT,FSBT,0.085000556,-0.035,-0.096,0.974,23311,300719,FSBT.FSBT
MORPH,Morphose,7.12,0,0,0,0,299604,MORPH.Morphose
REEC,Renewable,0.000301058,-0.001,0.009,-0.131,87623,299245,REEC.Renewable
SCAP,SafeCapital,0.049946458,-0.014,-0.171,0.178,149.9,299084,SCAP.SafeCapital
QUAN,Quantis,0.000397157,0,0,0,0,299032,QUAN.Quantis
BIT,BitMoney,0.000386809,,3.865,2.423,0.251812,298353,BIT.BitMoney
DEM,Deutsche,0.003716963,-0.006,-0.031,-0.005,136.61,297399,DEM.Deutsche
OPT,Opus,0.002119784,0,0,0,0,296941,OPT.Opus
KMPL,KiloAmple,18.75,0,0,0,0,295312,KMPL.KiloAmple
PPDEX,Pepedex,2.61,0,0.016,0.027,7013.52,294845,PPDEX.Pepedex
SNRG,Synergy,0.060036021,0,0,0,0,294504,SNRG.Synergy
LYNC,LYNC,0.489446,0,0,0,0,293374,LYNC.LYNC
ECOIN,Ecoin,0.001397271,0,-0.029,0.057,1351.56,292761,ECOIN.Ecoin
KOBO,Kobocoin,0.011290062,0,0,0,0,292207,KOBO.Kobocoin
JAMM,FlynnJamm,0.056653201,0,0,0,0,292178,JAMM.FlynnJamm
STQ,Storiqa,2.58E-05,,-0.014,,0.005152949,290821,STQ.Storiqa
LMY,Lunch,0.00238406,0,-0.034,0.285,120.08,289478,LMY.Lunch
XBTC,xBTC,0.258061,0.015,-0.088,-0.064,2214.3,289397,XBTC.xBTC
FMG,FM,0.012102133,-0.034,-0.124,-0.389,24113,288698,FMG.FM
MODIC,Modern,0.042892684,-0.024,-0.07,-0.208,152391,287418,MODIC.Modern
ARCO,AquariusCoin,0.080198892,,0.191,0.203,0.406747,285915,ARCO.AquariusCoin
ORCL5,Oracle,8.84,,-0.053,0.176,1003.01,284867,ORCL5.Oracle
WCK,Wrapped,4.3,0,0,0,0,282327,WCK.Wrapped
GEM,Cargo,0.062059502,0,0,0,0,281399,GEM.Cargo
ROT,Rotten,0.002941519,0.018,-0.059,-0.133,480.98,279682,ROT.Rotten
SCAM,Simple,6.81E-06,-0.001,-0.088,-0.312,428.41,279174,SCAM.Simple
MDS,Midas,39.61,-0.002,-0.112,0.18,175.19,278445,MDS.Midas
BETHER,Bethereum,0.000484657,0,0,0,0,277797,BETHER.Bethereum
KOMBAT,Crypto,26.81,0.033,-0.028,-0.596,8044.86,275400,KOMBAT.Crypto
MEC,Megacoin,0.00694543,,-0.123,-0.196,9.6,275039,MEC.Megacoin
HAC,Hackspace,0.000937289,0,0,0,0,273675,HAC.Hackspace
MBN,Membrana,0.00102179,-0.007,-0.059,0.256,79456,272577,MBN.Membrana
KEBAB,Kebab,0.043333421,,-0.056,-0.02,622.34,271275,KEBAB.Kebab
S,Sharpay,0.000130879,0,0,-0.614,2801.25,269345,S.Sharpay
STEEP,SteepCoin,0.000384793,0.022,0.087,0.599,2.03,269089,STEEP.SteepCoin
LQT,Liquidifty,0.223,0.004,0.009,-0.069,2369.46,268102,LQT.Liquidifty
DFI,Amun,5.25,,0,0.075,792.01,267349,DFI.Amun
ROPE,Rope,9.55,,-0.128,-0.091,2390.27,267322,ROPE.Rope
SOUL,CryptoSoul,0.000989794,-0.003,-0.083,-0.341,1731.48,267014,SOUL.CryptoSoul
EVE,Devery,0.004176108,-0.017,-0.017,-0.03,5322.77,264449,EVE.Devery
RVT,Rivetz,0.009127181,-0.002,-0.027,0.092,3.35,264361,RVT.Rivetz
LAMA,LlamaSwap,0.110108,-0.012,0.053,0.322,27391,261080,LAMA.LlamaSwap
ESTX,EstxCoin,0.0159347,-0.016,-0.031,0.077,7.03,257476,ESTX.EstxCoin
INSN,INSaNe,0.010016416,,0.146,1.668,12.36,256658,INSN.INSaNe
CHOP,Porkchop,0.014133935,0,0,0,0,256400,CHOP.Porkchop
SCONEX,SCOneX,0.019324947,-0.019,0.025,-0.08,48100,256045,SCONEX.SCOneX
UBU,UBU,0.026005279,-0.003,0.047,0.022,32472,255989,UBU.UBU
ECOM,Omnitude,0.006561156,-0.003,-0.004,-0.114,368854,255007,ECOM.Omnitude
JNTR,Jointer,0.070651715,0.073,-0.003,-0.019,87017,254893,JNTR.Jointer
FDZ,Friendz,0.000427888,-0.542,-0.705,-0.733,29892,253926,FDZ.Friendz
UCM,Unicly,0.253868,,,0.034,799.42,253868,UCM.Unicly
EGG,NestEgg,0.006970673,-0.056,-0.186,0.164,1847.43,253744,EGG.NestEgg
BITT,BITToken,0.08138225,-0.028,0.012,0.38,1938024,251991,BITT.BITToken
MUSIC,NFTMusic ai,4.23E-06,0,-0.035,0.066,13.43,250845,MUSIC.NFTMusic.ai
YFFI,yffi,4.81,0.223,1.242,1.309,161856,250474,YFFI.yffi
BOOST,Boosted,4.04,0.008,-0.142,-0.268,73134,248595,BOOST.Boosted
SWING,Swing,0.04666826,0.002,-0.049,-0.126,12.13,248267,SWING.Swing
SPHTX,SophiaTX,0.000697213,0.159,-0.006,-0.274,1180.89,247910,SPHTX.SophiaTX
KWIK,KwikSwap,0.022901049,-0.073,-0.254,-0.339,5820.49,246783,KWIK.KwikSwap
PNL,TRUE,0.022613577,-0.001,-0.079,0.114,6521.22,246179,PNL.True
FUSII,Fusible,0.530468,0,0,0,0,246123,FUSII.Fusible
PASTA,Spaghetti,0.018558076,0,0,0,0,244945,PASTA.Spaghetti
BFI,Bearn fi,46.38,-0.02,0.027,-0.002,8589.14,243861,BFI.Bearn.fi
UDOKI,Unicly,0.000242796,0,0,0,0,242796,UDOKI.Unicly
PRIV,PRiVCY,0.007714334,0.002,0.022,-0.095,116.35,242435,PRIV.PRiVCY
IMG,ImageCoin,0.022603286,-0.06,0.026,0.253,133315,241959,IMG.ImageCoin
BEAR,arcane,0.052859289,0,0,0,0,241710,BEAR.arcane
SAUD,sAUD,0.744622,0,0,0,0,239914,SAUD.sAUD
R3FI,Recharge,0.047837226,0.002,-0.17,0.189,612.95,239186,R3FI.Recharge
UEDC,United,0.013763262,-0.002,0.056,0.246,181955,238012,UEDC.United
TCASH,TCASH,0.006914472,-0.036,0.223,0.04,499072,236666,TCASH.TCASH
CATO,CatoCoin,0.004222237,-0.27,-0.241,-0.297,167.53,235914,CATO.CatoCoin
BCDN,BlockCDN,0.000680428,-0.002,-0.002,0.266,190.79,235731,BCDN.BlockCDN
AXE,Axe,0.036355786,-0.009,0,-0.006,53608,235717,AXE.Axe
PHT,Phoneum,0.00020686,-0.003,-0.114,0.738,22314,235672,PHT.Phoneum
IMM,IMM,0.245105,-0.002,-0.046,-0.001,323.49,232708,IMM.IMM
XKR,Kryptokrona,0.000382959,,-0.037,0.024,1.38,232479,XKR.Kryptokrona
FLUX,Datamine,0.367781,-0.007,-0.018,-0.014,313.57,232263,FLUX.Datamine
TOPB,TOPBTC,0.008154025,-0.015,0.028,0.082,10415521,231750,TOPB.TOPBTC
TBX,Tokenbox,0.020431647,-0.004,-0.048,0.124,2469.73,231389,TBX.Tokenbox
HORUS,HorusPay,0.000242114,0,0,0,0,230164,HORUS.HorusPay
MON,MoneyByte,0.036762353,,-0.017,-0.011,5.53E-05,229724,MON.MoneyByte
BLTG,Block-Logic,0.011286173,0.828,1.366,0.826,5.54,228804,BLTG.Block-Logic
ETM,En-Tan-Mo,0.005684388,-0.016,0.007,0.121,400.27,226805,ETM.En-Tan-Mo
SNN,SeChain,7.07E-06,-0.002,0.03,0.05,7768.85,225702,SNN.SeChain
BSCV,Bscview,0.019040564,0,-0.093,-0.177,6930.82,224236,BSCV.Bscview
FLP,Gameflip,0.003974948,,0.398,0.302,1.01,224187,FLP.Gameflip
DMX,Amun,2.72,0,0,0,0,223408,DMX.Amun
IRD,Iridium,0.009489758,,-0.054,0.098,28.78,222734,IRD.Iridium
IPL,InsurePal,0.000995789,0.226,0.184,0.193,168.33,222470,IPL.InsurePal
MIVA,Minerva,0.042131262,0.002,0.005,0.014,238.92,219821,MIVA.Minerva
TFF,Tutti,0.000989295,0.004,-0.043,-0.239,6923.51,218975,TFF.Tutti
ARTEX,Artex,0.01047408,0.032,-0.121,-0.248,34633,218732,ARTEX.Artex
BERRY,Rentberry,0.000719405,,-0.115,0.163,6.81,216881,BERRY.Rentberry
YFTE,YFTether,21.92,0.001,-0.046,-0.005,310992,216685,YFTE.YFTether
KGC,Krypton,0.000240796,0.021,0.001,0.031,36298,214826,KGC.Krypton
TENFI,TEN,0.112214,-0.005,0.003,0.073,43061,213744,TENFI.TEN
KDG,Kingdom,0.000995735,0.09,0.1,0.446,6745.73,212914,KDG.Kingdom
FORS,Foresight,0.015891055,0,0,0,0,212272,FORS.Foresight
SERGS,SERGS,0.250168,0,0,0,0,210944,SERGS.SERGS
CMCT,Crowd,0.000134465,0.003,-0.12,0.332,23,210545,CMCT.Crowd
ALT,AltEstate,0.000300043,-0.003,-0.009,-0.037,652.18,210041,ALT.AltEstate
AD,Asian,0.000419357,0,0,0,0,209679,AD.Asian
BTH,Bithereum,0.006774097,0,0,0,0,209225,BTH.Bithereum
ZIOT,Ziot,0.049795093,0,0,0,0,208515,ZIOT.Ziot
NTRN,Neutron,0.004234192,,-0.37,0.073,1.93,208337,NTRN.Neutron
PIE,DeFiPie,0.005728106,-0.008,-0.204,0.001,1623143,208302,PIE.DeFiPie
TRND,Trendering,2.05,0,-0.089,0.102,280345,207884,TRND.Trendering
BLOC,Blockcloud,0.000306331,-0.012,-0.103,-0.035,185042,207300,BLOC.Blockcloud
DFT,DeFiat,0.444822,,-0.043,-0.062,489.55,206058,DFT.DeFiat
GOAT,Goatcoin,328.01,0.008,-0.415,-0.301,1210.87,205918,GOAT.Goatcoin
KP4R,Keep4r,4.77,-0.007,-0.018,0.046,295495,205622,KP4R.Keep4r
TIX,Blocktix,0.004524675,0,0,0,0,204925,TIX.Blocktix
DOGEFI,DogeFi,0.375681,,-0.031,-0.036,266.07,204525,DOGEFI.DogeFi
FIRE,Fire,0.041450013,0.008,0.033,0.018,150941,202568,FIRE.Fire
PKG,PKG,2.16E-05,0.018,-0.027,-0.144,3894.45,201960,PKG.PKG
LEVIN,Levin,0.53791,0.004,-0.003,-0.224,3865.39,201720,LEVIN.Levin
ECTE,EurocoinToken,0.044920204,-0.006,-0.041,0.005,11113.64,201320,ECTE.EurocoinToken
SXRP,sXRP,0.714673,-0.007,-0.036,,3689.98,201158,SXRP.sXRP
CREDIT,TerraCredit,0.002021492,-0.017,-0.084,-0.649,4719.71,199611,CREDIT.TerraCredit
WVG0,Wrapped,370.42,0,0,0,0,197802,WVG0.Wrapped
OBEE,Obee,0.000936728,,0,0,0,197730,OBEE.Obee
KFX,KnoxFS,0.463493,-0.014,-0.109,0.224,4003.63,197631,KFX.KnoxFS
SWIFT,SwiftCash,0.001073731,,0.592,-0.115,48.91,197603,SWIFT.SwiftCash
PYLNT,Pylon,0.345618,0,0,0,0,197044,PYLNT.Pylon
HNDC,HondaisCoin,3.87E-06,0,0,0,0,196848,HNDC.HondaisCoin
PRIA,PRIA,4.24,0,0,0,0,195201,PRIA.PRIA
CHND,Cashhand,0.195647,-0.007,0.195,-0.221,1243.56,193737,CHND.Cashhand
KTS,Klimatas,0.016609712,,0.146,-0.275,1215.53,192716,KTS.Klimatas
GST2,GasToken,75.19,,-0.229,-0.066,20521,190184,GST2.GasToken
FUD,FUD finance,8.07,0,0,0,0,188814,FUD.FUD.finance
THIRM,Thirm,1.86,0.002,0.008,0.296,69488,187042,THIRM.Thirm
FXP,FXPay,0.000772324,,,-0.377,1.73,185728,FXP.FXPay
THRT,Thrive,0.001562527,0,0,0,0,185571,THRT.Thrive
AMM,MicroMoney,0.010470292,-0.001,-0.079,0.065,139231,183880,AMM.MicroMoney
MSHLD,Moonshield,2.86E-10,-0.001,-0.036,-0.083,351.53,183671,MSHLD.Moonshield
ARC,Advanced,0.006213513,,-0.279,1.071,0.231948,183035,ARC.Advanced
HER,Hero,0.000174071,,-0.004,,24.89,182706,HER.Hero
NFXC,NFX,0.001523273,,-0.041,2.543,1579.5,182525,NFXC.NFX
SCEX,sCEX,5383.45,0,0,0,0,181123,SCEX.sCEX
TIT,Titcoin,0.002679817,-0.001,2.091,0.134,69.1,179658,TIT.Titcoin
BLS,blocsport one,0.002039309,0.003,-0.042,-0.001,149.09,177457,BLS.blocsport.one
TSL,Tesla,0.000304471,,-0.076,-0.2,150.44,177281,TSL.Tesla
TMT,Traxia,0.000370953,-0.004,-0.431,-0.297,305.29,176997,TMT.Traxia
WIKI,Wiki,0.662378,0.001,0.045,,29.21,176322,WIKI.Wiki
DBET,DecentBet,0.007002817,,0.002,0.578,0.168028,176071,DBET.DecentBet
TOC,TouchCon,0.000755096,0.046,-0.078,-0.167,32680,176057,TOC.TouchCon
SVD,Savedroid,5.82E-05,0,0,0,0,176016,SVD.Savedroid
CRC,CRYCASH,0.036306235,0,0,0,0,175720,CRC.CRYCASH
BTCT,BitcoinToken,0.007415335,,-0.379,-0.342,0.372149,174724,BTCT.BitcoinToken
FDD,FrogDAO,0.196546,0,0,0,0,173944,FDD.FrogDAO
PAWS,Paws,0.03302647,0,0,0,0,173596,PAWS.Paws
SBNB,sBNB,315.66,0,0,0,0,173577,SBNB.sBNB
HFS,HolderSwap,0.405572,,-0.007,0.034,5012.61,173530,HFS.HolderSwap
KNT,Kora,0.000516174,0,0,0,0,173241,KNT.Kora
SXMR,sXMR,229.91,,-0.025,,47700,172737,SXMR.sXMR
ZCR,ZCore,0.016441073,0.065,-0.037,-0.311,137.24,171757,ZCR.ZCore
YFPI,Yearn,5.67,-0.007,-0.075,-0.017,1344.48,171534,YFPI.Yearn
PLT,Add xyz,0.003063479,,0,0,0,170961,PLT.Add.xyz
SINS,SafeInsure,0.008060635,-0.005,-0.077,0.333,29.45,170923,SINS.SafeInsure
CIV,Civitas,0.020786095,0,0,0,0,170230,CIV.Civitas
SETS,Sensitrust,0.088869348,-0.013,-0.133,0.082,2059741,169995,SETS.Sensitrust
NTBC,Note,1.53E-05,,-0.033,0.163,40.74,169842,NTBC.Note
LCP,Litecoin,0.055276037,-0.001,-0.011,0.197,64.36,169734,LCP.Litecoin
SKIN,SkinCoin,0.00184216,-0.002,-0.046,0.122,45465,169362,SKIN.SkinCoin
MILF,MILF,9.30E-05,0.005,-0.03,0.035,19.42,166970,MILF.MILF
DP,DigitalPrice,0.004268249,0,0,0,0,166266,DP.DigitalPrice
TMN,TranslateMe,0.007349031,0,0,0,0,165804,TMN.TranslateMe
COIL,Coil,1.04,-0.003,-0.003,0.138,313,165051,COIL.Coil
ATB,ATBCoin,0.003888373,0,0,0,0,163460,ATB.ATBCoin
BTW,BitWhite,0.002542586,,-0.299,-0.09,26404,163207,BTW.BitWhite
COM,Community,0.24556,0,0,0,0,162663,COM.Community
SHRMP,Shrimp,0.002104731,-0.002,-0.038,0.404,103.99,162619,SHRMP.Shrimp
DUO,DUO,0.004427019,-0.003,-0.059,1.132,30.67,161782,DUO.DUO
CORX,CorionX,0.001687043,-0.021,0.033,-0.088,2439449,161634,CORX.CorionX
KIT,Kittoken,2.29E-05,0,0,0,0,159946,KIT.Kittoken
RARE,Rare,0.023915522,0,0,0,0,159146,RARE.Rare
ADZ,Adzcoin,0.002401034,0,0,0,0,158295,ADZ.Adzcoin
BAEPAY,BAEPAY,0.076381449,,-0.003,0.527,941.41,157886,BAEPAY.BAEPAY
2GIVE,2GIVE,0.000297443,0,0,0,0,156954,2GIVE.2GIVE
ATN,ATN,0.001808968,-0.094,-0.351,-0.341,9.08,156540,ATN.ATN
BNTY,Bounty0x,0.000956379,0.003,-0.054,0.047,41621,156528,BNTY.Bounty0x
CHEESE,CHEESE,0.000382959,-0.007,-0.064,0.137,167.19,156504,CHEESE.CHEESE
NBC,Niobium,0.002332616,,-0.017,-0.794,66.81,155889,NBC.Niobium
OPAL,Opal,0.010173089,0,0,0,0,154187,OPAL.Opal
GLOX,Glox,32.35,,-0.065,0.464,323.46,154154,GLOX.Glox
ARNX,Aeron,0.000381853,-0.007,-0.047,-0.127,53549,153048,ARNX.Aeron
PHO,Photon,3.69E-06,0,0,0,0,150633,PHO.Photon
WTT,Giga,0.023445326,0,0,0,0,149683,WTT.Giga
ESH,Switch,0.0130789,0.005,0.06,0.071,130265,149471,ESH.Switch
VSX,Vsync,0.000771724,0.002,1.2,1.088,3.88,148041,VSX.Vsync
ARMS,2ACoin,0.017622524,-0.045,-0.142,-0.023,253.57,146590,ARMS.2ACoin
CRYPT,CryptCoin,0.028912024,0,0,0,0,144968,CRYPT.CryptCoin
ORME,Ormeus,0.00848849,0.267,0.226,0.243,5590.44,144553,ORME.Ormeus
COB,Cobinhood,0.000348219,0,0,0,0,143118,COB.Cobinhood
AVE,Avaware,0.03577167,0.052,-0.086,0.053,6658.01,143087,AVE.Avaware
YVS,YVS,0.266607,-0.003,0,0.082,87127,141527,YVS.YVS
MIB,MIB,0.001923351,,-0.001,-0.311,2.63,141478,MIB.MIB
REB2,Rebased,0.791725,0,0,0,0,141325,REB2.Rebased
MWG,Metawhale,0.174926,0.072,0.026,-0.222,2485.87,141000,MWG.Metawhale
TIG,TIG,0.015686017,0,0,0,0,140824,TIG.TIG
CXN,CXN,0.001037162,0,0,0,0,140736,CXN.CXN
SWISS,swiss finance,30.07,0,0,0,0,139630,SWISS.swiss.finance
METM,MetaMorph,0.000925648,0.002,-0.464,0.724,10158.66,139278,METM.MetaMorph
FSXU,FlashX,0.000944604,0.073,-0.011,0.099,960.15,138848,FSXU.FlashX
SOUL,APOyield,2.32E-05,0.002,-0.183,0.182,46.75,137522,SOUL.APOyield
BEET,Beetle,0.000501545,,0.378,-0.062,3593.07,137224,BEET.Beetle
PGO,PengolinCoin,0.005776971,0.103,-0.072,1.754,97556,136859,PGO.PengolinCoin
GEM,Gems,0.000196873,-0.042,-0.08,0.273,1261.36,136032,GEM.Gems
RGP,Rigel,0.150739,0.005,-0.007,-0.065,4258.29,135665,RGP.Rigel
BTA,Bata,0.026411273,-0.014,-0.053,-0.026,0.181149,133514,BTA.Bata
ORE,Oreo,0.000384821,-0.003,0.016,0.111,10405.47,133268,ORE.Oreo
JUMP,Jumpcoin,0.00619661,,-0.019,0.09,4.87,131573,JUMP.Jumpcoin
TSUKI,Tsuki,1.38,-0.002,-0.006,0.016,152.29,131162,TSUKI.Tsuki
SWAGG,Swagg,0.019698792,0,0,0,0,130673,SWAGG.Swagg
SYN,SynLev,0.005963273,0,0,0,0,129773,SYN.SynLev
TRK,Truckcoin,0.000390413,0,0,0,0,129632,TRK.Truckcoin
SCRIV,SCRIV,0.001272163,-0.001,-0.059,-0.009,40.07,128840,SCRIV.SCRIV
WWC,Werewolf,0.173018,0,-0.006,0.09,100000,128369,WWC.Werewolf
SMC,Smartcoin,0.004401108,0,-0.37,-0.32,0.07971804,128034,SMC.Smartcoin
IFEX,Interfinex,9.76E-05,-0.003,0.08,-0.004,31243,127681,IFEX.Interfinex
YAMV2,YAM,4.93,0,0,0,0,126335,YAMV2.YAM
CAP,Capital finance,2.11,0,0,0,0,125232,CAP.Capital.finance
YUN,YunEx,0.001401034,-0.002,0,0,3573.09,124341,YUN.YunEx
DWS,DWS,0.000414378,0,0,0,0,124313,DWS.DWS
UGC,ugChain,0.000222933,0,0,0,0,124285,UGC.ugChain
YFDOT,Yearn,9.81,-0.002,0.01,0.153,26.7,124041,YFDOT.Yearn
IUT,ITO,0.001334277,0,0,0,0,123852,IUT.ITO
RPC,RonPaulCoin,0.107229,-0.007,-0.016,0.027,8.67,123008,RPC.RonPaulCoin
CRED,Verify,0.007846331,0,0,0,0,121773,CRED.Verify
LOCK,Meridian,0.011271485,-0.006,-0.056,0.118,45040,121174,LOCK.Meridian
CHC,Chaincoin,0.006158118,-0.002,-0.14,0.028,6873.63,120620,CHC.Chaincoin
AXIAV3,Axia,0.189643,-0.022,-0.139,0.171,279113,120235,AXIAV3.Axia
CPR,CIPHER,0.001566356,-0.003,-0.003,0.001,4177.89,119919,CPR.CIPHER
AVAL,Avaluse,0.020978805,,0.017,-0.049,239.79,119579,AVAL.Avaluse
ALI,AiLink,2.28E-05,-0.006,0.123,0.095,1269.38,119369,ALI.AiLink
YFBETA,yfBeta,6.23,-0.003,0.002,-0.007,6960.15,118717,YFBETA.yfBeta
AGS,Aegis,0.027946792,-0.034,-0.047,0.047,143531,118494,AGS.Aegis
GOT,GoNetwork,0.001636021,0.001,-0.048,-0.205,44941,118318,GOT.GoNetwork
SMOL,smol,2.14,,-0.077,-0.056,321.28,117801,SMOL.smol
DRIP,Dripper,0.012350076,0,0,0,0,117653,DRIP.Dripper
KARMA,Karma,0.0209037,-0.002,0.193,0.052,51431,117251,KARMA.Karma
PLUS1,PlusOneCoin,0.011895104,-0.009,-0.677,-0.612,146.77,116767,PLUS1.PlusOneCoin
NTK,Netkoin,2.49E-05,-0.005,-0.455,-0.44,1005.22,115633,NTK.Netkoin
CEN,Coinsuper,0.001168831,0.004,-0.008,0.077,508.32,115615,CEN.Coinsuper
INX,InMax,0.033726508,0,0,0,0,115574,INX.InMax
KASH,Kids,0.109701,0,0,0,0,115186,KASH.Kids
BLOC,Bloc Money,0.006133734,-0.006,-0.093,-0.139,76.15,115035,BLOC.Bloc.Money
CHL,ChallengeDAC,4.26E-05,0,0,0,0,115015,CHL.ChallengeDAC
BOLI,Bolivarcoin,0.007222767,,-0.13,0.102,40.49,114638,BOLI.Bolivarcoin
ADI,Aditus,0.000477138,-0.001,-0.008,0.186,18417.08,113321,ADI.Aditus
DCNTR,Decentrahub,0.554122,-0.003,-0.143,-0.091,27.21,112820,DCNTR.Decentrahub
JAN,CoinJanitor,0.002022999,0,0,0,0,112755,JAN.CoinJanitor
CGI,CoinShares,117.01,0,0,0,0,112677,CGI.CoinShares
BSOV,BitcoinSoV,0.029905952,-0.004,-0.026,0.092,164.09,112630,BSOV.BitcoinSoV
TRVC,TriveChain,0.002440611,0,0.018,0.142,130.89,112406,TRVC.TriveChain
TIC,Thingschain,4.27E-06,-0.006,-0.103,-0.01,766.11,111843,TIC.Thingschain
BZNT,Bezant,0.000238352,-0.006,0.194,0.297,567.8,111339,BZNT.Bezant
CPOO,Cockapoo,6.60E-06,-0.005,0.039,0.009,20769,111332,CPOO.Cockapoo
UNDG,UniDexGas,25.87,-0.001,-0.067,0.042,1100.26,111158,UNDG.UniDexGas
DLN,Delion,0.001542015,-0.001,-0.612,-0.435,4.06,110264,DLN.Delion
MARTK,Martkist,0.006393271,-0.007,-0.407,0.49,6852.5,110126,MARTK.Martkist
KIWI,KIWI,0.000240072,-0.003,-0.002,0.119,1054.52,109861,KIWI.KIWI
RPT,Rug,0.070187548,0,0,0,0,109598,RPT.Rug
CYL,Crystal,0.005577176,-0.12,-0.123,0.524,217099,108755,CYL.Crystal
XOS,OASIS,0.221067,,-0.363,-0.276,1.26,107907,XOS.OASIS
MOL,Molten,12.51,0,0,0,0,107614,MOL.Molten
FRUIT,Fruit,0.005363507,,-0.176,-0.226,48.33,107046,FRUIT.Fruit
EVIL,Evil,0.005019429,0,0,0,0,106920,EVIL.Evil
EMRALS,Emrals,0.01548516,-0.004,-0.029,-0.243,2499.34,106215,EMRALS.Emrals
REEX,Reecore,0.012905735,0.087,-0.076,-0.267,163.6,105743,REEX.Reecore
GSR,GeyserCoin,0.067845787,0.003,-0.057,-0.052,20.35,105477,GSR.GeyserCoin
QUIN,QUINADS,7.35E-06,-0.003,-0.046,-0.258,1266.61,104937,QUIN.QUINADS
WAND,WandX,0.006520567,-0.002,-0.09,,420.4,104921,WAND.WandX
FIRST,Harrison,0.017594461,0.001,0.117,,410.39,103804,FIRST.Harrison
DFX,Definitex,0.880195,0,0,0,0,103516,DFX.Definitex
YFOX,YFOX,13.31,0.031,0.06,0.273,260373,103343,YFOX.YFOX
ETGP,Ethereum,1.72E-05,-0.003,-0.181,0.172,386.83,103178,ETGP.Ethereum
GCG,Gulf,0.000361142,-0.019,-0.049,,14979.06,102540,GCG.Gulf
XBI,Bitcoin,0.006208947,,0.032,-0.14,26.23,102359,XBI.Bitcoin
YNK,Yoink,0.001854661,0,0,0,0,101122,YNK.Yoink
CPU,CPUchain,0.001897433,-0.005,0.054,-0.298,1017.57,100880,CPU.CPUchain
2X2,2X2,0.000385379,,-0.03,0.016,0.446269,99909,2X2.2X2
SHUF,Shuffle,0.103179,,,,612.23,99884,SHUF.Shuffle
HUR,Hurify,0.000458056,0,0,0,0,99607,HUR.Hurify
GOFI,GoSwapp,0.599348,0.002,-0.041,-0.082,5.39,99125,GOFI.GoSwapp
TOB,Tokens,0.117177,0,0,0,0,98776,TOB.Tokens
NEVA,NevaCoin,0.017821269,,-0.002,-0.023,0.001425702,96799,NEVA.NevaCoin
BSE,Buy-Sell,0.99919,-0.006,-0.12,0.146,500374,96567,BSE.Buy-Sell
BBO,Bigbom,0.000263178,-0.004,0.018,-0.088,77041,96209,BBO.Bigbom
UUNICLY,Unicly,0.095909837,0,0,0,0,95910,UUNICLY.Unicly
TRI,Trinity,0.013860257,0,0,0,0,94233,TRI.Trinity
FAST,FastSwap,0.616764,-0.004,-0.329,-0.508,311447,94065,FAST.FastSwap
TOK,Tokok,0.00702626,-0.001,-0.042,0.119,223795,94058,TOK.Tokok
KIND,Kind,0.002700488,,0.13,,2.74,93081,KIND.Kind
RFCTR,Reflector Finance,0.009538659,0,0,0,0,92548,RFCTR.Reflector.Finance
EHRT,Eight,4.05E-05,,-0.075,-0.221,892.56,92016,EHRT.Eight
SENPAI,Project,0.447101,0,0,0,0,91008,SENPAI.Project
NARUTO2,Naruto,0.011544215,0,0,0,0,90956,NARUTO2.Naruto
LKN,LinkCoin,0.00033593,-0.003,-0.01,0.017,2449.48,90941,LKN.LinkCoin
VLS,Veles,0.063603311,0,0,0.139,0,90336,VLS.Veles
STAK,STRAKS,0.009209863,-0.006,0.084,-0.399,172.09,89516,STAK.STRAKS
MFC,MFCoin,0.004216942,-0.006,0.316,-0.192,9.32,89485,MFC.MFCoin
VTD,Variable,0.011560943,0,0,0,0,89395,VTD.Variable
SHMN,StrongHands,0.028007693,,-0.494,-0.041,202.65,88535,SHMN.StrongHands
BRO,Bitradio,0.005747145,-0.008,-0.037,0.021,23.78,88176,BRO.Bitradio
IG,IGToken,2.51E-05,-0.006,-0.051,0.12,664641,88001,IG.IGToken
TGAME,Truegame,0.000988577,-0.019,-0.071,0.415,2430.89,87553,TGAME.Truegame
MCP,My,0.021986243,0,0,0,0,87263,MCP.My
ORA,Coin,0.000182007,-0.002,-0.034,-0.003,27.3,87181,ORA.Coin
AMZ,AmazonasCoin,0.000130982,-0.007,0.267,0.107,1210.4,87112,AMZ.AmazonasCoin
REX,Imbrex,0.009908364,,0.141,0.227,19.96,86426,REX.Imbrex
SNO,SaveNode,0.000501614,,-0.03,0.031,331.24,86320,SNO.SaveNode
BSD,BitSend,0.002711017,,-0.141,-0.036,4.83,85409,BSD.BitSend
ENOL,Ethanol,20.41,0,0,0,0,84957,ENOL.Ethanol
SUPER,SuperCoin,0.001591078,0,0,0,0,84725,SUPER.SuperCoin
BBS,BBSCoin,7.66E-07,-0.338,0.925,0.023,21.43,84638,BBS.BBSCoin
GUP,Guppy,0.001172851,0,0,0,0,84576,GUP.Guppy
CTSC,Crypto,0.001668047,1.702,0.788,0.915,41.69,84389,CTSC.Crypto
YFBT,Yearn,20.25,0.08,0.308,0.003,2976.22,84387,YFBT.Yearn
UPDOG,UpDog,2.11E-10,0.011,-0.026,-0.3,588.22,84331,UPDOG.UpDog
ECASH,Ethereum,0.006096838,,0.478,0.147,0.016538873,84112,ECASH.Ethereum
